song,artist,chart_appearance_days,best_chart_position,average_chart_position,average_popularity,total_chart_rows,album_type,is_explicit,album_cover_url,chart_presence_rate
TIME MOVING SLOW,¥$ & Kanye West & Ty Dolla $ign,1,44,44.0,0.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273b323e81b41c797a4784abc02,0.0018018018018018018
greedy,Tate McRae,9,45,47.333333333333336,94.88888888888889,9,single,True,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8,0.016216216216216217
Like That,Future & Metro Boomin,4,45,46.0,90.0,4,album,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,0.007207207207207207
Don't Look Back In Anger - Remastered,Oasis,2,45,47.0,77.5,2,album,False,https://i.scdn.co/image/ab67616d0000b2737a4c8c59851c88f6794c3cbf,0.0036036036036036037
Intro: Singularity,BTS,6,45,47.333333333333336,71.0,6,album,False,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,0.010810810810810811
The Unknown Sea,TAEMIN,1,45,45.0,51.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273f2dff4b6f58682692c0b0beb,0.0018018018018018018
UNLOVE (prod. HONNE),Zion.T,1,45,45.0,48.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273df146c9e8246ae9f1d7711da,0.0018018018018018018
Radio,Beenzino,2,45,45.0,39.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
KIDDING,ISEGYE IDOL,3,45,46.0,35.0,3,single,False,https://i.scdn.co/image/ab67616d0000b2738fc56337d0720c411120a529,0.005405405405405406
The Breakup Anthem,Ebstar,1,45,45.0,1.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273402a335c02935b03a3dc4cb2,0.0018018018018018018
CHIHIRO,Billie Eilish,4,46,46.75,83.5,4,album,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,0.007207207207207207
Heavy Is the Crown,Linkin Park,1,46,46.0,78.0,1,single,False,https://i.scdn.co/image/ab67616d0000b2735e2801d58ceb23a9d19308b7,0.0018018018018018018
Salty & Sweet,aespa,1,46,46.0,74.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce,0.0018018018018018018
I Don’t Think That I Like Her,Charlie Puth,8,46,48.25,73.0,8,album,False,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,0.014414414414414415
i don't know (with HUH YUNJIN of LE SSERAFIM),j-hope,1,46,46.0,65.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273c38c67ad56a314ba5669242d,0.0018018018018018018
Soñar (Breaker),NMIXX,1,46,46.0,58.0,1,album,False,https://i.scdn.co/image/ab67616d0000b27381d97a31253b898bc4149195,0.0018018018018018018
Loving You,Lim Young Woong,8,46,48.125,56.375,8,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.014414414414414415
Get The Hell Out,DAY6,1,46,46.0,52.0,1,album,False,https://i.scdn.co/image/ab67616d0000b2730309970945710645006b9c9e,0.0018018018018018018
No Tomorrow - Spotify Singles,Various Artists,3,46,48.0,41.0,3,single,False,https://i.scdn.co/image/ab67616d0000b273865ce5a4aca1b2ac86432f9a,0.005405405405405406
Gym,Beenzino,2,46,46.0,39.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
Right Now (Instrumental),NewJeans,2,46,46.0,23.0,2,single,False,https://i.scdn.co/image/ab67616d0000b2737e1eeb0d7cc374a168369c80,0.0036036036036036037
DO IT,Kanye West & Ty Dolla $ign,1,47,47.0,78.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0018018018018018018
Overdrive,Post Malone,1,47,47.0,76.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27372694fed173af6d24d22eefb,0.0018018018018018018
Somebody,D.O.,3,47,49.0,76.0,3,single,False,https://i.scdn.co/image/ab67616d0000b2739fc7a71661f7d244cfbadf8d,0.005405405405405406
Mars,D.O.,2,47,47.5,67.5,2,single,False,https://i.scdn.co/image/ab67616d0000b273f520480121d1cc5024db28f0,0.0036036036036036037
Seven (feat. Latto) (Lofi Mix),Jung Kook & Latto,2,47,47.0,67.0,2,single,False,https://i.scdn.co/image/ab67616d0000b2736a0314aeb326cd922f77956f,0.0036036036036036037
Crazier,LE SSERAFIM,1,47,47.0,61.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273485623bc41b6760fc1bca2f4,0.0018018018018018018
Attention (250 Remix),NewJeans,1,47,47.0,58.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273782a8cae588fee29eefec8b6,0.0018018018018018018
Bubble,STAYC,1,47,47.0,58.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27305f3e920cfd3ae7fe9192149,0.0018018018018018018
One Kiss,RIIZE,1,47,47.0,50.0,1,single,False,https://i.scdn.co/image/ab67616d0000b2734d4c3b0dc9e24e3beb94325e,0.0018018018018018018
Let off steam,Leellamarz & YANGHONGWON,2,47,48.5,41.0,2,single,False,https://i.scdn.co/image/ab67616d0000b27343ca6d7716052dc573848152,0.0036036036036036037
Hell yea,Leellamarz & YANGHONGWON,1,47,47.0,38.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27343ca6d7716052dc573848152,0.0018018018018018018
Big Dawgs,Hanumankind & Kalmi,6,48,48.166666666666664,92.0,6,single,True,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea,0.010810810810810811
Christmas Without You,Ava Max,3,48,48.333333333333336,85.0,3,single,False,https://i.scdn.co/image/ab67616d0000b273b4d8f3f9d4d8739e1b30c3a1,0.005405405405405406
LOVE DIVE,IVE,6,48,48.833333333333336,83.0,6,single,False,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,0.010810810810810811
Flooded The Face,Lil Uzi Vert,1,48,48.0,79.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273a0e7694a73abed7372474d69,0.0018018018018018018
地球儀 - Spinning Globe,Kenshi Yonezu,2,48,48.5,76.0,2,single,False,https://i.scdn.co/image/ab67616d0000b2739caa7a79ae5f56e02141563b,0.0036036036036036037
Elevator,Lim Young Woong,6,48,49.333333333333336,55.333333333333336,6,single,False,https://i.scdn.co/image/ab67616d0000b27330c7efc5be3ef1a8a20d2ed4,0.010810810810810811
Gonna Be A Rock,BOYNEXTDOOR,1,48,48.0,55.0,1,album,False,https://i.scdn.co/image/ab67616d0000b27381909c1add057c602193daab,0.0018018018018018018
Say Less,TAEMIN,1,48,48.0,51.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273f2dff4b6f58682692c0b0beb,0.0018018018018018018
"Crime (Feat. Bek Hyunjin, 250)",Beenzino,2,48,48.0,40.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
Type Shit,Future & Metro Boomin,1,48,48.0,0.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,0.0018018018018018018
Chemical,Post Malone,1,49,49.0,91.0,1,single,True,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c,0.0018018018018018018
don't wanna break up again,Ariana Grande,1,49,49.0,84.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,0.0018018018018018018
It's the Most Wonderful Time of the Year,Andy Williams,2,49,49.0,79.0,2,album,False,https://i.scdn.co/image/ab67616d0000b273585897779cf3591ba0f07650,0.0036036036036036037
Tick-Tack,ILLIT,2,49,49.5,73.5,2,single,False,https://i.scdn.co/image/ab67616d0000b273fc2fffae3025fbc540b98f34,0.0036036036036036037
TOPLINE (Feat. Tiger JK),Stray Kids,1,49,49.0,71.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273d8025c5b4c1f01c69ebdc935,0.0018018018018018018
lock / unlock (with benny blanco & Nile Rodgers),j-hope,1,49,49.0,65.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273c38c67ad56a314ba5669242d,0.0018018018018018018
Dopamine - GISELLE Solo,aespa,1,49,49.0,63.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273253096eda3b7826c11c7fab8,0.0018018018018018018
Drowning,WOODZ,7,49,49.285714285714285,60.285714285714285,7,single,False,https://i.scdn.co/image/ab67616d0000b273e87a41550ee1b24be3e6e1fb,0.012612612612612612
Accendio,IVE,2,49,49.0,59.5,2,single,False,https://i.scdn.co/image/ab67616d0000b2739c4f13260bd0cbfdfe6bbc61,0.0036036036036036037
Boat,george,3,49,49.666666666666664,58.0,3,single,False,https://i.scdn.co/image/ab67616d0000b27326124ac81cc872cd040defd8,0.005405405405405406
Love Station,Lim Young Woong,5,49,49.8,56.0,5,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.009009009009009009
On the street (Feat. ASH ISLAND),Leellamarz,1,49,49.0,36.0,1,single,False,https://i.scdn.co/image/ab67616d0000b2738a0d5a51b9ac8fa5fa45bb35,0.0018018018018018018
TOO MUCH,The Kid LAROI,1,49,49.0,35.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2,0.0018018018018018018
SOS (Prod. Marshmello),SEVENTEEN,2,49,49.0,0.0,2,album,False,https://i.scdn.co/image/ab67616d0000b273d07a54abba4f5060c2486e3c,0.0036036036036036037
But Daddy I Love Him,Taylor Swift,2,50,50.0,81.0,2,album,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,0.0036036036036036037
Rah Tah Tah,"Tyler, The Creator",1,50,50.0,81.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7,0.0018018018018018018
The Astronaut,JIN,1,50,50.0,79.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a,0.0018018018018018018
Let Me In,EXO,1,50,50.0,72.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273d524dec6220e41c596125857,0.0018018018018018018
Super Bowl,Stray Kids,1,50,50.0,69.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273d8025c5b4c1f01c69ebdc935,0.0018018018018018018
Event Horizon,Younha,1,50,50.0,64.0,1,album,False,https://i.scdn.co/image/ab67616d0000b2732918f236448bf544586e388a,0.0018018018018018018
Melt Away,TAEYEON,1,50,50.0,55.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273ed4dcfaf5f63938ecd6c4d59,0.0018018018018018018
Honestly,RIIZE,1,50,50.0,51.0,1,single,False,https://i.scdn.co/image/ab67616d0000b2734d4c3b0dc9e24e3beb94325e,0.0018018018018018018
Pink Hoodie,aespa,1,50,50.0,50.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273e467a8e8d7b0aa92d354aa75,0.0018018018018018018
HELIOT EMIL,CHANGMO,1,50,50.0,45.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273db4a84ee5cf89e45002e2d20,0.0018018018018018018
Sweet Venom,ENHYPEN,1,50,50.0,0.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273d364c1f2a6fede40055b02d5,0.0018018018018018018
